quote,author,tags,tags_str,combined
"The Road goes ever on and onDown from the door where it began.Now far ahead the Road has gone,And I must follow, if I can,Pursuing it with eager feet,Until it joins some larger wayWhere many paths and errands meet.And whither then? I cannot say",J.R.R. Tolkien,[],none,"Quote: ""The Road goes ever on and onDown from the door where it began.Now far ahead the Road has gone,And I must follow, if I can,Pursuing it with eager feet,Until it joins some larger wayWhere many paths and errands meet.And whither then? I cannot say"" by J.R.R. Tolkien. Tags: none"
"The individual has always had to struggle to keep from being overwhelmed by the tribe. If you try it, you will be lonely often, and sometimes frightened. But no price is too high to pay for the privilege of owning yourself.",Friedrich Nietzsche,[],none,"Quote: ""The individual has always had to struggle to keep from being overwhelmed by the tribe. If you try it, you will be lonely often, and sometimes frightened. But no price is too high to pay for the privilege of owning yourself."" by Friedrich Nietzsche. Tags: none"
"Reality is that which, when you stop believing in it, doesn't go away.",Philip K. Dick,[],none,"Quote: ""Reality is that which, when you stop believing in it, doesn't go away."" by Philip K. Dick. Tags: none"
"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",Nelson Mandela,[],none,"Quote: ""When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw."" by Nelson Mandela. Tags: none"
We have to continually be jumping off cliffs and developing our wings on the way down.,Kurt Vonnegut,[],none,"Quote: ""We have to continually be jumping off cliffs and developing our wings on the way down."" by Kurt Vonnegut. Tags: none"
"Confront the dark parts of yourself, and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing.",August Wilson,[],none,"Quote: ""Confront the dark parts of yourself, and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing."" by August Wilson. Tags: none"
Any fool can be happy. It takes a man with real heart to make beauty out of the stuff that makes us weep.,Clive Barker,[],none,"Quote: ""Any fool can be happy. It takes a man with real heart to make beauty out of the stuff that makes us weep."" by Clive Barker. Tags: none"
Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut.,Ernest Hemingway,[],none,"Quote: ""Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut."" by Ernest Hemingway. Tags: none"
Do your thing and don't care if they like it.,Tina Fey,[],none,"Quote: ""Do your thing and don't care if they like it."" by Tina Fey. Tags: none"
"Acts of Kindness:A random act of kindness, no matter how small, can make a tremendous impact on someone else's life.",Roy T. Bennett,[],none,"Quote: ""Acts of Kindness:A random act of kindness, no matter how small, can make a tremendous impact on someone else's life."" by Roy T. Bennett. Tags: none"
"So be sure when you step, Step with care and great tact. And remember that life's A Great Balancing Act. And will you succeed? Yes! You will, indeed! (98 and Â¾ percent guaranteed) Kid, you'll move mountains.",Dr. Seuss,[],none,"Quote: ""So be sure when you step, Step with care and great tact. And remember that life's A Great Balancing Act. And will you succeed? Yes! You will, indeed! (98 and Â¾ percent guaranteed) Kid, you'll move mountains."" by Dr. Seuss. Tags: none"
"If I should ever die, God forbid, let this be my epitaph:THE ONLY PROOF HE NEEDEDFOR THE EXISTENCE OF GODWAS MUSIC",kurt vonnegut,[],none,"Quote: ""If I should ever die, God forbid, let this be my epitaph:THE ONLY PROOF HE NEEDEDFOR THE EXISTENCE OF GODWAS MUSIC"" by kurt vonnegut. Tags: none"
Why are women... so much more interesting to men than men are to women?,Virginia Woolf,[],none,"Quote: ""Why are women... so much more interesting to men than men are to women?"" by Virginia Woolf. Tags: none"
"I do things like get in a taxi and say, ""The library, and step on it.",David Foster Wallace,[],none,"Quote: ""I do things like get in a taxi and say, ""The library, and step on it."" by David Foster Wallace. Tags: none"
"I was thinking about the first time I ever saw you,"" he said, ""and how after that I couldn't forget you. I wanted to, but I couldn't stop myself. I forced Hodge to let me be the one who came to find you and bring you back to the Institue. And even back then, in that stupid coffee shop, when I saw you sitting on that couch with Simon, even then that felt wrong to me-- I should have been the one sitting with you. The one who made you laugh like that. I couldn't get rid of that feeling. That it should have been me. And the more I knew you, the more I felt it--it had never been like that for me before. I'd always wanted a girl and then gotten to know her and not wanted her anymore, but with you the feeling just got stronger and stronger until that night when you showed up at Renwick's and I knew.",Cassandra Clare,[],none,"Quote: ""I was thinking about the first time I ever saw you,"" he said, ""and how after that I couldn't forget you. I wanted to, but I couldn't stop myself. I forced Hodge to let me be the one who came to find you and bring you back to the Institue. And even back then, in that stupid coffee shop, when I saw you sitting on that couch with Simon, even then that felt wrong to me-- I should have been the one sitting with you. The one who made you laugh like that. I couldn't get rid of that feeling. That it should have been me. And the more I knew you, the more I felt it--it had never been like that for me before. I'd always wanted a girl and then gotten to know her and not wanted her anymore, but with you the feeling just got stronger and stronger until that night when you showed up at Renwick's and I knew."" by Cassandra Clare. Tags: none"
"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer.",F. Scott Fitzgerald,[],none,"Quote: ""And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer."" by F. Scott Fitzgerald. Tags: none"
A book must be the axe for the frozen sea within us.,Franz Kafka,[],none,"Quote: ""A book must be the axe for the frozen sea within us."" by Franz Kafka. Tags: none"
Solitude is fine but you need someone to tell that solitude is fine.,HonorÃ© de Balzac,[],none,"Quote: ""Solitude is fine but you need someone to tell that solitude is fine."" by HonorÃ© de Balzac. Tags: none"
"If you're lonely when you're alone, you're in bad company.",Jean-Paul Sartre,[],none,"Quote: ""If you're lonely when you're alone, you're in bad company."" by Jean-Paul Sartre. Tags: none"
"Today a reader, tomorrow a leader.",Margaret Fuller,[],none,"Quote: ""Today a reader, tomorrow a leader."" by Margaret Fuller. Tags: none"
"One cannot think well, love well, sleep well, if one has not dined well.",Virginia Woolf,[],none,"Quote: ""One cannot think well, love well, sleep well, if one has not dined well."" by Virginia Woolf. Tags: none"
"Goodbye,"" said the fox. ""And now here is my secret, a very simple secret: It is only with the heart that one can see rightly; what is essential is invisible to the eye.",Antoine de Saint-ExupÃ©ry,[],none,"Quote: ""Goodbye,"" said the fox. ""And now here is my secret, a very simple secret: It is only with the heart that one can see rightly; what is essential is invisible to the eye."" by Antoine de Saint-ExupÃ©ry. Tags: none"
"But a mermaid has no tears, and therefore she suffers so much more.",Hans Christian Andersen,[],none,"Quote: ""But a mermaid has no tears, and therefore she suffers so much more."" by Hans Christian Andersen. Tags: none"
"Is standing by the window muttering about blood something he does all the time?"" asked Simon.""No,"" Jace said. ""Sometimes he sits on the couch and does it.",Cassandra Clare,[],none,"Quote: ""Is standing by the window muttering about blood something he does all the time?"" asked Simon.""No,"" Jace said. ""Sometimes he sits on the couch and does it."" by Cassandra Clare. Tags: none"
